date,PRECTOT,PS,T2M,T2MDEW,T2MWET,TS,QV2M
2000-04-09,3.6604,100.54969999999999,11.2554,6.9993,7.0229,11.043,6.9188
2000-04-10,3.6588,100.5529,11.2434,6.9237,6.9474,11.022099999999998,6.8816
2000-04-11,3.6604,100.5551,11.2379,6.9085,6.9322,11.0133,6.8726
2000-04-12,3.6441000000000003,100.56070000000001,11.2331,6.899500000000001,6.9232,11.0102,6.8655
2000-04-13,3.5640000000000005,100.56190000000001,11.2843,6.987199999999999,7.0108,11.0625,6.9069
2000-04-14,3.6156,100.5535,11.3783,7.1385000000000005,7.1612,11.1698,6.964099999999999
2000-04-15,3.6163000000000007,100.54260000000001,11.4974,7.2785,7.300799999999999,11.3012,7.0226
2000-04-16,3.6168,100.53200000000001,11.626499999999998,7.4205,7.4425,11.431,7.0883
2000-04-17,3.6084000000000005,100.5244,11.718800000000002,7.497700000000001,7.5196000000000005,11.5225,7.1263
2000-04-18,3.4465000000000003,100.5266,11.7097,7.4475,7.469399999999999,11.5153,7.0938
2000-04-19,3.2342,100.53,11.755,7.464599999999999,7.4864,11.560699999999999,7.1002
2000-04-20,3.2361,100.525,11.839399999999998,7.542199999999999,7.564,11.654899999999998,7.145500000000001
2000-04-21,3.2363999999999997,100.51719999999999,11.863199999999999,7.529400000000001,7.5512,11.6808,7.140300000000001
2000-04-22,3.2230000000000003,100.5051,11.8709,7.512900000000001,7.5346,11.6823,7.1284
2000-04-23,3.2454,100.4778,12.0032,7.651700000000001,7.6725,11.807800000000002,7.1787
2000-04-24,3.2833000000000006,100.4467,12.143999999999998,7.8069999999999995,7.827299999999999,11.948899999999998,7.2474
2000-04-25,3.2783,100.4289,12.2024,7.834,7.854400000000001,12.009,7.2588
2000-04-26,3.2547,100.42099999999999,12.2104,7.7951,7.815500000000001,12.0223,7.2387
2000-04-27,3.2620000000000005,100.417,12.2279,7.7595,7.7799000000000005,12.038999999999998,7.219600000000001
2000-04-28,3.2439,100.41519999999998,12.291100000000002,7.8065,7.8267999999999995,12.1008,7.240399999999999
2000-04-29,3.2416,100.4165,12.392100000000001,7.9163,7.935600000000001,12.2022,7.2788
2000-04-30,3.2416,100.4146,12.5836,8.0925,8.1093,12.3873,7.3343
