PRECTOT,PS,QV2M,T2M,T2MDEW,T2MWET,T2M_MAX,T2M_MIN,T2M_RANGE,TS,WS10M,WS10M_MAX,WS10M_MIN,WS10M_RANGE,WS50M,WS50M_MAX,WS50M_MIN,WS50M_RANGE,lat,lon,elevation,slope1,slope2,slope3,slope4,slope5,slope6,slope8,aspectN,aspectE,aspectS,aspectW,aspectUnknown,NVG_LAND,URB_LAND,GRS_LAND,FOR_LAND,CULTRF_LAND,CULTIR_LAND,CULT_LAND,SQ3,SQ5,SQ6,SQ7,date,slope7,WAT_LAND,SQ1,SQ2,SQ4,class
-0.26274536146507,-0.1334750820531984,-0.5304516216699708,-0.9381069210480761,-0.3788126147374344,-0.3794260093508293,-1.3087728855008256,-1.1098345439917776,-0.48531507877120034,-0.9169799419725413,0.6152778058600129,0.3149828406305966,0.17820772353167857,0.26980478881318143,0.8683242023484615,0.7212522667982026,1.052759398857742,-0.44103237650183796,1.024939513432023,1.4527735656370102,1.5078055527945438,-0.7699062109178474,-1.1177890831531085,0.8369796306464251,0.9612411192163541,0.3386956728885919,-0.11169230741144656,0.0,1.1069928159653992,0.6163333292418361,1.1455521091249266,1.108854934769,-1.062027912142966,0.0,-0.6641758008062442,-1.099402284219085,-0.8294686726835848,0.8979565129729327,0.04351962399057332,0.8863258920624175,0.0,0.0,0.0,0.0,18/01/2000,0.0,0.0,0.0,0.0,0.0,1.0
-0.5559773492060162,0.9748209057433227,-1.7734572032288856,-1.8565575909144194,-2.09059757414623,-2.0905627284332424,-1.4426845688187577,-1.830156991447521,1.0623652171485327,-1.8891171853127549,-1.0719362820265192,-0.9169324601874629,-0.7941118437399247,-0.5521621462274123,-0.9142907452613604,-1.0712089879665618,-0.952836436730274,-0.017358998670740554,1.024939513432023,1.4527735656370102,1.5078055527945438,-0.7699062109178474,-1.1177890831531085,0.8369796306464251,0.9612411192163541,0.3386956728885919,-0.11169230741144656,0.0,1.1069928159653992,0.6163333292418361,1.1455521091249266,1.108854934769,-1.062027912142966,0.0,-0.6641758008062442,-1.099402284219085,-0.8294686726835848,0.8979565129729327,0.04351962399057332,0.8863258920624175,0.0,0.0,0.0,0.0,08/02/2000,0.0,0.0,0.0,0.0,0.0,1.0
-0.4249588014919764,1.3659841955538785,-1.6430525998064098,-1.48503153869418,-1.8565996301681613,-1.856407177400912,-1.1102685078765977,-1.7506408771179909,1.7209525771143772,-1.4429672427170046,0.1667778584471374,-0.35827319586299405,0.7887339634464063,-1.1447429598613288,0.9811479332098423,1.5950771284960255,0.3437103660740998,1.2090639371561214,1.024939513432023,1.4527735656370102,1.5078055527945438,-0.7699062109178474,-1.1177890831531085,0.8369796306464251,0.9612411192163541,0.3386956728885919,-0.11169230741144656,0.0,1.1069928159653992,0.6163333292418361,1.1455521091249266,1.108854934769,-1.062027912142966,0.0,-0.6641758008062442,-1.099402284219085,-0.8294686726835848,0.8979565129729327,0.04351962399057332,0.8863258920624175,0.0,0.0,0.0,0.0,22/02/2000,0.0,0.0,0.0,0.0,0.0,1.0
-0.5559773492060162,0.4858667934801509,-1.03542263917828,-0.48366518335379166,-0.9854072848959667,-0.9864292454884853,-0.08466255681808417,-0.7434367622772761,1.745649603113096,-0.6273738388840718,0.03863501632917284,-0.5301683541166768,-0.0026889401467594435,-0.7050862271651974,0.27035842878314126,1.606280011338305,-0.5375362889569979,2.1902022858176102,1.024939513432023,1.4527735656370102,1.5078055527945438,-0.7699062109178474,-1.1177890831531085,0.8369796306464251,0.9612411192163541,0.3386956728885919,-0.11169230741144656,0.0,1.1069928159653992,0.6163333292418361,1.1455521091249266,1.108854934769,-1.062027912142966,0.0,-0.6641758008062442,-1.099402284219085,-0.8294686726835848,0.8979565129729327,0.04351962399057332,0.8863258920624175,0.0,0.0,0.0,0.0,07/03/2000,0.0,0.0,0.0,0.0,0.0,1.0
-0.07245651835658355,0.4369713822538314,-0.3861741880961683,-0.6463074894759566,-0.23481387998169997,-0.23533028563862637,-0.7620981312499747,-0.852576527043298,0.2597118721901608,-0.6946876898722025,-0.4312220714366968,-0.18637803760931126,-1.5855347473330905,1.0917717238537756,-0.2937602255237644,-0.44384754879889393,-1.0743876994931838,0.7407933616585916,1.024939513432023,1.4527735656370102,1.5078055527945438,-0.7699062109178474,-1.1177890831531085,0.8369796306464251,0.9612411192163541,0.3386956728885919,-0.11169230741144656,0.0,1.1069928159653992,0.6163333292418361,1.1455521091249266,1.108854934769,-1.062027912142966,0.0,-0.6641758008062442,-1.099402284219085,-0.8294686726835848,0.8979565129729327,0.04351962399057332,0.8863258920624175,0.0,0.0,0.0,0.0,11/04/2000,0.0,0.0,0.0,0.0,0.0,0.0
-0.5559773492060162,-0.5246383718637544,-0.9022434697255389,-0.8408404438573697,-0.8072088506357451,-0.8081107873946339,-0.5966778165631177,-1.0053721977157284,1.095294585146825,-0.8214881998731001,0.294920700565102,0.3006582441094561,0.2686560553708976,0.17422723822706618,0.6878062329702516,-0.37663025174521575,1.2857326524866528,-1.8012469053279931,1.024939513432023,1.4527735656370102,1.5078055527945438,-0.7699062109178474,-1.1177890831531085,0.8369796306464251,0.9612411192163541,0.3386956728885919,-0.11169230741144656,0.0,1.1069928159653992,0.6163333292418361,1.1455521091249266,1.108854934769,-1.062027912142966,0.0,-0.6641758008062442,-1.099402284219085,-0.8294686726835848,0.8979565129729327,0.04351962399057332,0.8863258920624175,0.0,0.0,0.0,0.0,18/04/2000,0.0,0.0,0.0,0.0,0.0,1.0
-0.40624186610425644,-0.3127582565496955,0.36573320610576465,0.21474001352374011,0.4599800152147199,0.45993158127275413,0.07288060002654152,0.2201114466570299,-0.3906431457761101,0.18039237297349706,-1.2214362644974774,-0.8309848810606214,-1.110681005177191,-0.1889674540001733,-1.1286558338979844,-0.3094129546915365,-0.6286997360291805,0.3840157803271417,1.024939513432023,1.4527735656370102,1.5078055527945438,-0.7699062109178474,-1.1177890831531085,0.8369796306464251,0.9612411192163541,0.3386956728885919,-0.11169230741144656,0.0,1.1069928159653992,0.6163333292418361,1.1455521091249266,1.108854934769,-1.062027912142966,0.0,-0.6641758008062442,-1.099402284219085,-0.8294686726835848,0.8979565129729327,0.04351962399057332,0.8863258920624175,0.0,0.0,0.0,0.0,02/05/2000,0.0,0.0,0.0,0.0,0.0,0.0
-0.48422909688642296,-1.0787863657620034,0.2908199232885975,0.4889995885532736,0.3825806952835126,0.382480129777445,0.5061242813492621,0.3152189559531347,0.4902174481782064,0.49817636717327723,-0.17493638720076762,-0.6447651262857981,0.11037147465226431,-0.9344723485718746,0.3718997865583841,1.169367580489393,0.0803492967544616,1.0641230447402188,1.024939513432023,1.4527735656370102,1.5078055527945438,-0.7699062109178474,-1.1177890831531085,0.8369796306464251,0.9612411192163541,0.3386956728885919,-0.11169230741144656,0.0,1.1069928159653992,0.6163333292418361,1.1455521091249266,1.108854934769,-1.062027912142966,0.0,-0.6641758008062442,-1.099402284219085,-0.8294686726835848,0.8979565129729327,0.04351962399057332,0.8863258920624175,0.0,0.0,0.0,0.0,09/05/2000,0.0,0.0,0.0,0.0,0.0,1.0
-0.5247824568931495,-1.5840389484339559,0.3490858099241719,0.9354686641827455,0.4311802682635729,0.43111243653031345,1.1867107189180446,0.6987672721308678,1.259941425138286,0.9364991177936636,0.7861349286839657,0.9022912979973452,0.7208977145669921,0.5947684608059747,1.545266587516748,1.2029762290162327,0.7792690576411943,0.33941858266071034,1.024939513432023,1.4527735656370102,1.5078055527945438,-0.7699062109178474,-1.1177890831531085,0.8369796306464251,0.9612411192163541,0.3386956728885919,-0.11169230741144656,0.0,1.1069928159653992,0.6163333292418361,1.1455521091249266,1.108854934769,-1.062027912142966,0.0,-0.6641758008062442,-1.099402284219085,-0.8294686726835848,0.8979565129729327,0.04351962399057332,0.8863258920624175,0.0,0.0,0.0,0.0,23/05/2000,0.0,0.0,0.0,0.0,0.0,1.0
-0.5279019461244362,-0.11717661164444071,-0.6858273193648352,0.007450799838627771,-0.5588110331821027,-0.5577444674446808,0.07760689473188047,0.01430503309824602,0.16503993919507057,0.023848533466216272,0.871563490095942,0.3006582441094561,0.9922427100846491,-0.4374690855240736,1.1278187833296376,0.833281095221,1.245215564899016,-0.5413760712513083,1.024939513432023,1.4527735656370102,1.5078055527945438,-0.7699062109178474,-1.1177890831531085,0.8369796306464251,0.9612411192163541,0.3386956728885919,-0.11169230741144656,0.0,1.1069928159653992,0.6163333292418361,1.1455521091249266,1.108854934769,-1.062027912142966,0.0,-0.6641758008062442,-1.099402284219085,-0.8294686726835848,0.8979565129729327,0.04351962399057332,0.8863258920624175,0.0,0.0,0.0,0.0,06/06/2000,0.0,0.0,0.0,0.0,0.0,1.0
