Unnamed: 0,fips,PRECTOT,PS,QV2M,T2M,T2MDEW,T2MWET,T2M_MAX,T2M_MIN,T2M_RANGE,TS,WS10M,WS10M_MAX,WS10M_MIN,WS10M_RANGE,WS50M,WS50M_MAX,WS50M_MIN,WS50M_RANGE,lat,lon,elevation,slope1,slope2,slope3,slope4,slope5,slope6,slope8,aspectN,aspectE,aspectS,aspectW,aspectUnknown,NVG_LAND,URB_LAND,GRS_LAND,FOR_LAND,CULTRF_LAND,CULTIR_LAND,CULT_LAND,SQ3,SQ4,SQ5,SQ6,SQ7,date,slope7,WAT_LAND,SQ1,SQ2,class
-1.216370970111115,-1.1925718498712474,4.236021115095917,-1.5040542591107087,-1.483442145074,-1.5972447238299772,-1.7956977943472625,-1.7954422069013776,-1.3273944599259475,-1.9111219014177796,1.5950395554770374,-1.566958913100904,2.8244078336374456,2.924486642162531,1.816675442755353,2.3282483860411185,2.464341601132896,2.8576211527371767,2.0384632475266176,0.6022927240102877,0.838562285349156,0.5748612670753577,0.03524031116813897,0.6450143208825622,0.8488256482035388,-0.3314387262822654,-0.7484183676820064,-0.5200395782186721,-0.3661088049253946,0.0,-0.9611656148183135,-0.7757701278512288,-0.8944454221844668,-0.3885027035709881,0.8181011772121604,0.0,-0.4316123432512689,-0.9736440943184459,-0.8164039021889691,0.8957384233060113,-0.25871110071033454,0.8685095466282543,0.0,0.0,0.0,0.0,0.0,04/01/2000,0.0,0.0,1,1,1
-1.2163184120336459,-1.1925718498712474,-0.40419292889596714,-1.3169332854890634,-1.561164431166113,-1.479394513846168,-1.7596321592956354,-1.7593523615163562,-1.4853299915113647,-1.2598290960128085,-0.532845830675006,-1.63248028325774,-0.3995648658008039,-0.22983021707583118,-0.6119523715859582,0.21749757867162856,-0.4210316362089676,0.6600571220593103,-0.9046490694004924,1.657498038648691,0.838562285349156,0.5748612670753577,0.03524031116813897,0.6450143208825622,0.8488256482035388,-0.3314387262822654,-0.7484183676820064,-0.5200395782186721,-0.3661088049253946,0.0,-0.9611656148183135,-0.7757701278512288,-0.8944454221844668,-0.3885027035709881,0.8181011772121604,0.0,-0.4316123432512689,-0.9736440943184459,-0.8164039021889691,0.8957384233060113,-0.25871110071033454,0.8685095466282543,0.0,0.0,0.0,0.0,0.0,11/01/2000,0.0,0.0,1,1,1
-1.216265853956177,-1.1925718498712474,-0.36581762322546224,-1.3169332854890634,-0.8116995295635961,-1.2293609602318702,-0.7461878143449158,-0.7470321984665048,-1.5074409659333232,-1.6359934370820282,0.401947749368666,-1.2065913772383061,0.957897323436354,0.5800619494853703,0.999773359749639,-0.08403825095258415,1.1558583888499578,1.005866690338569,1.8978367204379507,-1.0860357794111573,0.838562285349156,0.5748612670753577,0.03524031116813897,0.6450143208825622,0.8488256482035388,-0.3314387262822654,-0.7484183676820064,-0.5200395782186721,-0.3661088049253946,0.0,-0.9611656148183135,-0.7757701278512288,-0.8944454221844668,-0.3885027035709881,0.8181011772121604,0.0,-0.4316123432512689,-0.9736440943184459,-0.8164039021889691,0.8957384233060113,-0.25871110071033454,0.8685095466282543,0.0,0.0,0.0,0.0,0.0,18/01/2000,0.0,0.0,1,1,1
-1.2161081797237703,-1.1925718498712474,-0.5481003251603604,-0.2409876871645206,-1.81376186096548,-1.9460176425658446,-2.185206652904834,-2.1852125370596087,-1.5879880870418857,-1.977961019872228,1.0948429907168264,-2.0380887651810102,-1.5237132412628251,-1.139182825144548,-1.7158741053774633,-0.04634627224955751,-1.6064950593029115,-1.1136113087923676,-1.5977369529089245,0.6578298458333613,0.838562285349156,0.5748612670753577,0.03524031116813897,0.6450143208825622,0.8488256482035388,-0.3314387262822654,-0.7484183676820064,-0.5200395782186721,-0.3661088049253946,0.0,-0.9611656148183135,-0.7757701278512288,-0.8944454221844668,-0.3885027035709881,0.8181011772121604,0.0,-0.4316123432512689,-0.9736440943184459,-0.8164039021889691,0.8957384233060113,-0.25871110071033454,0.8685095466282543,0.0,0.0,0.0,0.0,0.0,08/02/2000,0.0,0.0,1,1,1
-1.2160030635688324,-1.1925718498712474,-0.5289126723251081,0.1800345034842309,-1.6832994521680047,-1.5765413085625513,-1.9525833068218401,-1.9506285420569696,-1.2042047452893216,-1.698169361225701,1.3531412167815255,-1.534198228022486,0.3215869222314358,-0.41454246558978913,0.8673027516946588,-1.2901815694494356,1.1334911544519586,2.0432953951763424,0.7728245037286114,1.1909862153348707,0.838562285349156,0.5748612670753577,0.03524031116813897,0.6450143208825622,0.8488256482035388,-0.3314387262822654,-0.7484183676820064,-0.5200395782186721,-0.3661088049253946,0.0,-0.9611656148183135,-0.7757701278512288,-0.8944454221844668,-0.3885027035709881,0.8181011772121604,0.0,-0.4316123432512689,-0.9736440943184459,-0.8164039021889691,0.8957384233060113,-0.25871110071033454,0.8685095466282543,0.0,0.0,0.0,0.0,0.0,22/02/2000,0.0,0.0,1,1,1
-1.2156351570265498,-1.1925718498712474,0.08509221840297028,-0.7087901212186667,-0.47582822180839396,-0.7993669508314857,-0.3476625470244372,-0.34823940696201827,-0.9894124223331543,-0.9318510961549353,-0.11054873091843498,-0.8134631562972904,0.10948345516313021,0.28168062496282253,-0.5898739369101281,0.8771072059745942,0.42892327091499194,0.0576791644115706,-0.3622324649156325,0.4578962072702953,0.838562285349156,0.5748612670753577,0.03524031116813897,0.6450143208825622,0.8488256482035388,-0.3314387262822654,-0.7484183676820064,-0.5200395782186721,-0.3661088049253946,0.0,-0.9611656148183135,-0.7757701278512288,-0.8944454221844668,-0.3885027035709881,0.8181011772121604,0.0,-0.4316123432512689,-0.9736440943184459,-0.8164039021889691,0.8957384233060113,-0.25871110071033454,0.8685095466282543,0.0,0.0,0.0,0.0,0.0,11/04/2000,0.0,0.0,1,1,1
-1.2155825989490807,-1.1925718498712474,-0.5481003251603604,-1.6443949893269592,-1.0060052447938783,-1.0239193779627977,-0.9535652158917712,-0.9545488094303781,-0.8267388248001742,-1.0297781766812195,0.5700465949028353,-0.9881868100488528,0.6609524695407255,0.807400101502549,0.6023615355846973,0.5567253869988683,1.0328385996609635,0.035368869683877015,1.6266284181955206,-1.7635886656526585,0.838562285349156,0.5748612670753577,0.03524031116813897,0.6450143208825622,0.8488256482035388,-0.3314387262822654,-0.7484183676820064,-0.5200395782186721,-0.3661088049253946,0.0,-0.9611656148183135,-0.7757701278512288,-0.8944454221844668,-0.3885027035709881,0.8181011772121604,0.0,-0.4316123432512689,-0.9736440943184459,-0.8164039021889691,0.8957384233060113,-0.25871110071033454,0.8685095466282543,0.0,0.0,0.0,0.0,0.0,18/04/2000,0.0,0.0,1,1,1
-1.2154774827941428,-1.1925718498712474,-0.5001311930722294,-1.4260871867683547,0.2875156594534288,0.14980501065973378,0.37184687225552204,0.3717530084691593,0.0671762839732878,0.17798914980962185,-0.2909474919794943,0.11787631950344975,-0.8449821466442462,-0.5708374451015997,-0.7665014143167691,-0.10288424030409747,-0.8012746209749494,0.15807549068619473,-0.4225009765250614,0.6245075727395173,0.838562285349156,0.5748612670753577,0.03524031116813897,0.6450143208825622,0.8488256482035388,-0.3314387262822654,-0.7484183676820064,-0.5200395782186721,-0.3661088049253946,0.0,-0.9611656148183135,-0.7757701278512288,-0.8944454221844668,-0.3885027035709881,0.8181011772121604,0.0,-0.4316123432512689,-0.9736440943184459,-0.8164039021889691,0.8957384233060113,-0.25871110071033454,0.8685095466282543,0.0,0.0,0.0,0.0,0.0,02/05/2000,0.0,0.0,1,1,0
-1.215424924716674,-1.1925718498712474,-0.4489641188448895,-2.158977666786522,0.08488255642756298,0.39665342346365845,0.18430556998706132,0.1840858124670477,0.46043575762097666,0.26658984171435546,0.49214712989919607,0.40648235471808464,0.3852179623519281,0.025925203943495696,0.8673027516946588,-0.7059558995525232,0.8874515760739704,0.8273843325170163,0.5016162014861816,0.2690699930718443,0.838562285349156,0.5748612670753577,0.03524031116813897,0.6450143208825622,0.8488256482035388,-0.3314387262822654,-0.7484183676820064,-0.5200395782186721,-0.3661088049253946,0.0,-0.9611656148183135,-0.7757701278512288,-0.8944454221844668,-0.3885027035709881,0.8181011772121604,0.0,-0.4316123432512689,-0.9736440943184459,-0.8164039021889691,0.8957384233060113,-0.25871110071033454,0.8685095466282543,0.0,0.0,0.0,0.0,0.0,09/05/2000,0.0,0.0,1,1,1
-1.215319808561736,-1.1925718498712474,-0.25069170621394754,-2.6891537587145646,0.20701757742945448,0.8792022562352014,0.29250247514194233,0.29235534862211193,1.1221856349638755,0.6878317277877379,1.0989429625591232,0.8791722394209724,1.4881559911071187,1.6172922680637505,0.9776949250738094,1.3105649610594001,2.1400167023619114,1.5636240585309205,1.536225650781377,-0.1419047084189023,0.838562285349156,0.5748612670753577,0.03524031116813897,0.6450143208825622,0.8488256482035388,-0.3314387262822654,-0.7484183676820064,-0.5200395782186721,-0.3661088049253946,0.0,-0.9611656148183135,-0.7757701278512288,-0.8944454221844668,-0.3885027035709881,0.8181011772121604,0.0,-0.4316123432512689,-0.9736440943184459,-0.8164039021889691,0.8957384233060113,-0.25871110071033454,0.8685095466282543,0.0,0.0,0.0,0.0,0.0,23/05/2000,0.0,0.0,1,1,1
-1.2152146924067981,-1.1925718498712474,-0.5385064987427343,-1.2389662131467094,-0.8061479376998739,-0.12730223984273611,-0.7065156157881262,-0.7073333685429815,-0.08917989229627565,-0.12045528608000694,0.08624991751181198,-0.09740818244043974,1.4457352976934574,1.1768245985304657,1.0660086637771293,0.6509553337564344,1.547284990814939,0.5485056484208405,1.5060913949766628,-1.1082506281403868,0.838562285349156,0.5748612670753577,0.03524031116813897,0.6450143208825622,0.8488256482035388,-0.3314387262822654,-0.7484183676820064,-0.5200395782186721,-0.3661088049253946,0.0,-0.9611656148183135,-0.7757701278512288,-0.8944454221844668,-0.3885027035709881,0.8181011772121604,0.0,-0.4316123432512689,-0.9736440943184459,-0.8164039021889691,0.8957384233060113,-0.25871110071033454,0.8685095466282543,0.0,0.0,0.0,0.0,0.0,06/06/2000,0.0,0.0,1,1,1
-1.2151621343293293,-1.1925718498712474,0.030727202036421698,-1.4104937722998971,0.6372659468679366,1.2805299983422271,0.6621752344211195,0.6622762638185817,1.2690656793383135,1.0779856517892836,0.4511474114762274,1.252020036265825,-0.505616599334957,-0.8265928661209265,0.13871440739226523,-1.2336436013948955,-0.5105005738009635,-0.8905083615154268,0.33085541859279977,-1.2526471448803793,0.838562285349156,0.5748612670753577,0.03524031116813897,0.6450143208825622,0.8488256482035388,-0.3314387262822654,-0.7484183676820064,-0.5200395782186721,-0.3661088049253946,0.0,-0.9611656148183135,-0.7757701278512288,-0.8944454221844668,-0.3885027035709881,0.8181011772121604,0.0,-0.4316123432512689,-0.9736440943184459,-0.8164039021889691,0.8957384233060113,-0.25871110071033454,0.8685095466282543,0.0,0.0,0.0,0.0,0.0,13/06/2000,0.0,0.0,1,1,1
-1.2151095762518604,-1.1925718498712474,-0.09079459925351051,-1.2233727986782297,1.0203257854647783,1.2741597167214809,0.9434871878238101,0.9437770578217486,1.308549562234668,1.2194358792161388,0.18054926988463801,1.2707404277392067,-0.5480372927486181,-0.45716836909300995,-0.2586974167726765,-0.3667280912252835,-0.2532773782239756,-1.0132149825177446,0.2203631473088465,-1.2526471448803793,0.838562285349156,0.5748612670753577,0.03524031116813897,0.6450143208825622,0.8488256482035388,-0.3314387262822654,-0.7484183676820064,-0.5200395782186721,-0.3661088049253946,0.0,-0.9611656148183135,-0.7757701278512288,-0.8944454221844668,-0.3885027035709881,0.8181011772121604,0.0,-0.4316123432512689,-0.9736440943184459,-0.8164039021889691,0.8957384233060113,-0.25871110071033454,0.8685095466282543,0.0,0.0,0.0,0.0,0.0,20/06/2000,0.0,0.0,1,1,1
-1.2150570181743914,-1.1925718498712474,-0.21871228482186014,-1.4884608446422511,0.5928532119581578,1.2279751749710692,0.6134866271014231,0.6135549725488029,1.4317392768712935,0.9225458414301019,1.2875416673047766,1.2208193838101888,-0.7813511065237544,-1.181808728647769,-0.21454054742101625,-1.384411516207002,-0.8124582381739491,-1.4036451402523902,0.3007211627880851,-1.730266392558814,0.838562285349156,0.5748612670753577,0.03524031116813897,0.6450143208825622,0.8488256482035388,-0.3314387262822654,-0.7484183676820064,-0.5200395782186721,-0.3661088049253946,0.0,-0.9611656148183135,-0.7757701278512288,-0.8944454221844668,-0.3885027035709881,0.8181011772121604,0.0,-0.4316123432512689,-0.9736440943184459,-0.8164039021889691,0.8957384233060113,-0.25871110071033454,0.8685095466282543,0.0,0.0,0.0,0.0,0.0,27/06/2000,0.0,0.0,1,1,1
-1.2150044600969225,-1.1925718498712474,-0.5481003251603604,-1.3637135288944802,0.5317857014572117,1.4843790102061134,0.5810275555549588,0.5810741117022836,1.573881255298169,1.2940469881885461,0.6684459191179587,1.4329838205085148,-0.4631959059212957,-0.34349929308442023,0.09455753804060497,-0.5363419953889034,-0.5887858941939595,-0.15426863550152245,0.23040789924375157,-0.4084828931696565,0.838562285349156,0.5748612670753577,0.03524031116813897,0.6450143208825622,0.8488256482035388,-0.3314387262822654,-0.7484183676820064,-0.5200395782186721,-0.3661088049253946,0.0,-0.9611656148183135,-0.7757701278512288,-0.8944454221844668,-0.3885027035709881,0.8181011772121604,0.0,-0.4316123432512689,-0.9736440943184459,-0.8164039021889691,0.8957384233060113,-0.25871110071033454,0.8685095466282543,0.0,0.0,0.0,0.0,0.0,04/07/2000,0.0,0.0,1,1,1
-1.2148467858645156,-1.1925718498712474,-0.2698793590492,-1.7535488906062724,0.012711862199172528,1.060755282426475,0.1338136809147836,0.13356002892801783,1.27538310060173,0.7158108936523906,1.4228407381005714,1.0835365130053898,-0.9722442268852298,-1.2102259976499166,-0.015834635338545636,-1.6105633884251618,-0.8124582381739491,0.0019034275923356396,-0.39236672072034695,0.43568135854106577,0.838562285349156,0.5748612670753577,0.03524031116813897,0.6450143208825622,0.8488256482035388,-0.3314387262822654,-0.7484183676820064,-0.5200395782186721,-0.3661088049253946,0.0,-0.9611656148183135,-0.7757701278512288,-0.8944454221844668,-0.3885027035709881,0.8181011772121604,0.0,-0.4316123432512689,-0.9736440943184459,-0.8164039021889691,0.8957384233060113,-0.25871110071033454,0.8685095466282543,0.0,0.0,0.0,0.0,0.0,25/07/2000,0.0,0.0,1,1,1
-1.2147942277870467,-1.1925718498712474,0.583971192119534,-1.4572740157052917,1.1063754593524748,0.799573735975871,1.0047987674115766,1.0069342872455365,0.4620151129368311,1.1557055569688743,-1.844836820209985,0.7996105756591004,-0.505616599334957,-0.49979427259623144,-0.05999150469020588,-0.6117259527949567,-0.3427463158159715,-0.767801740513109,0.47148194568146684,-1.2859694179742234,0.838562285349156,0.5748612670753577,0.03524031116813897,0.6450143208825622,0.8488256482035388,-0.3314387262822654,-0.7484183676820064,-0.5200395782186721,-0.3661088049253946,0.0,-0.9611656148183135,-0.7757701278512288,-0.8944454221844668,-0.3885027035709881,0.8181011772121604,0.0,-0.4316123432512689,-0.9736440943184459,-0.8164039021889691,0.8957384233060113,-0.25871110071033454,0.8685095466282543,0.0,0.0,0.0,0.0,0.0,01/08/2000,0.0,0.0,1,1,1
-1.2147416697095779,-1.1925718498712474,-0.4137867553135934,-1.2701530420836467,1.3034569705146177,1.5703778120861902,1.140044898855178,1.140466715170116,1.5170244639274189,1.558294665799155,-0.17204830855288725,1.5687066586905323,-1.2479787340740272,-1.3523123426606534,-0.4574033288551476,-1.4221034949100286,-0.9578452617609422,-1.4928863191631665,-0.6736197748976818,-0.7417056241080994,0.838562285349156,0.5748612670753577,0.03524031116813897,0.6450143208825622,0.8488256482035388,-0.3314387262822654,-0.7484183676820064,-0.5200395782186721,-0.3661088049253946,0.0,-0.9611656148183135,-0.7757701278512288,-0.8944454221844668,-0.3885027035709881,0.8181011772121604,0.0,-0.4316123432512689,-0.9736440943184459,-0.8164039021889691,0.8957384233060113,-0.25871110071033454,0.8685095466282543,0.0,0.0,0.0,0.0,0.0,08/08/2000,0.0,0.0,1,1,1
-1.21463655355464,-1.1925718498712474,-0.5481003251603604,-0.5996362199393535,-0.07888940355224622,1.2056791892984566,0.07250210132701766,0.07220729177348141,1.4601676725566686,0.9209914433265104,1.361341160466119,1.2223794164329702,-0.6540890262827712,-0.855010135123074,0.09455753804060497,-1.2147976120433823,-0.49931695660196374,0.41464388005467595,-0.26178494556658427,0.7022595432918205,0.838562285349156,0.5748612670753577,0.03524031116813897,0.6450143208825622,0.8488256482035388,-0.3314387262822654,-0.7484183676820064,-0.5200395782186721,-0.3661088049253946,0.0,-0.9611656148183135,-0.7757701278512288,-0.8944454221844668,-0.3885027035709881,0.8181011772121604,0.0,-0.4316123432512689,-0.9736440943184459,-0.8164039021889691,0.8957384233060113,-0.25871110071033454,0.8685095466282543,0.0,0.0,0.0,0.0,0.0,22/08/2000,0.0,0.0,1,1,1
-1.214531437399702,-1.1925718498712474,-0.14515961562005908,-2.0186369365702936,0.4984761502748779,1.1626797883584181,0.5485684840084946,0.5485932508557644,1.0795430414358123,1.1790215285227519,-0.30324740750638524,1.1693383072583887,1.4033146042797964,0.6226878529885911,1.4854989226179018,-0.4421120486313368,1.0328385996609635,0.4592644695100641,1.807433953023807,-1.541440178360363,0.838562285349156,0.5748612670753577,0.03524031116813897,0.6450143208825622,0.8488256482035388,-0.3314387262822654,-0.7484183676820064,-0.5200395782186721,-0.3661088049253946,0.0,-0.9611656148183135,-0.7757701278512288,-0.8944454221844668,-0.3885027035709881,0.8181011772121604,0.0,-0.4316123432512689,-0.9736440943184459,-0.8164039021889691,0.8957384233060113,-0.25871110071033454,0.8685095466282543,0.0,0.0,0.0,0.0,0.0,05/09/2000,0.0,0.0,1,1,1
-1.214478879322233,-1.1925718498712474,0.8238168525601897,-1.7379554761377927,0.7649525597335503,0.9365347908219194,0.7487327585450244,0.7506963850118845,0.7194500294210612,1.0251361162671617,-0.8403437188472666,0.940013511709463,-0.8874028400579074,-1.1107655561424006,-0.14830524339352588,-1.3467195375039756,-0.47694972220396475,-0.9797495404262031,0.17013938763432263,-1.163787749963461,0.838562285349156,0.5748612670753577,0.03524031116813897,0.6450143208825622,0.8488256482035388,-0.3314387262822654,-0.7484183676820064,-0.5200395782186721,-0.3661088049253946,0.0,-0.9611656148183135,-0.7757701278512288,-0.8944454221844668,-0.3885027035709881,0.8181011772121604,0.0,-0.4316123432512689,-0.9736440943184459,-0.8164039021889691,0.8957384233060113,-0.25871110071033454,0.8685095466282543,0.0,0.0,0.0,0.0,0.0,12/09/2000,0.0,0.0,1,1,1
-1.2142160889348883,-1.1925718498712474,-0.5449023830211518,-1.4104937722998971,-0.5618778956960905,0.21350782686719852,-0.42159709888027264,-0.42041909773206115,0.49676092988562276,0.15622757635933635,0.8775444830750958,0.20679817900201292,-1.1419270005398747,-1.082348287140253,-1.6054819319983131,-0.06519226160107083,-0.7229893005819533,-0.823577477332345,-1.2662601390570658,0.5800778752810581,0.838562285349156,0.5748612670753577,0.03524031116813897,0.6450143208825622,0.8488256482035388,-0.3314387262822654,-0.7484183676820064,-0.5200395782186721,-0.3661088049253946,0.0,-0.9611656148183135,-0.7757701278512288,-0.8944454221844668,-0.3885027035709881,0.8181011772121604,0.0,-0.4316123432512689,-0.9736440943184459,-0.8164039021889691,0.8957384233060113,-0.25871110071033454,0.8685095466282543,0.0,0.0,0.0,0.0,0.0,17/10/2000,0.0,0.0,1,1,1
