Unnamed: 0.1,Unnamed: 0,fips,date,PRECTOT,PS,QV2M,T2M,T2MDEW,T2MWET,T2M_MAX,T2M_MIN,T2M_RANGE,TS,WS10M,WS10M_MAX,WS10M_MIN,WS10M_RANGE,WS50M,WS50M_MAX,WS50M_MIN,WS50M_RANGE,lat,lon,elevation,slope1,slope2,slope3,slope4,slope5,slope6,slope8,aspectN,aspectE,aspectS,aspectW,aspectUnknown,NVG_LAND,URB_LAND,GRS_LAND,FOR_LAND,CULTRF_LAND,CULTIR_LAND,CULT_LAND,SQ3,SQ4,SQ5,SQ6,SQ7,slope7,WAT_LAND,SQ1,SQ2,class
0.0,0.0,0.0,0.48828125,0.0,0.39202657807309294,0.06273338312173266,0.2540306724341329,0.1062780269058296,0.10682226211849191,0.24782444192205838,0.20887318413820177,0.572265625,0.22209257098405294,0.459915611814346,0.3623188405797101,0.47938144329896915,0.36046511627906974,0.37804878048780477,0.39014373716632456,0.41445783132530123,0.45153061224489804,0.9658816446093095,0.6121277199092248,0.3544303797468354,0.5426356589147286,0.7926577042399172,0.48703279938977895,0.018550927546377355,0.009988901220865706,0.0,0.0,0.1613382899628253,0.138423339540658,0.19233971690258123,0.4340983606557378,0.7349373632929012,0.0,0.14191668884517017,0.09720371696227093,0.007225777475958511,0.9999999999999999,0.18062691069527173,0.9999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1
4.06694186306511e-05,4.06694186306511e-05,0.0,0.4908854166666665,0.0,0.32225913621262237,0.3263629574309186,0.47267007471490363,0.4690582959641255,0.4685816876122082,0.49640559969731374,0.41813898704358066,0.693359375,0.46713341112407636,0.3037974683544304,0.23188405797101452,0.45360824742268047,0.20930232558139536,0.4,0.4763860369609858,0.383132530120482,0.5943877551020409,0.9658816446093095,0.6121277199092248,0.3544303797468354,0.5426356589147286,0.7926577042399172,0.48703279938977895,0.018550927546377355,0.009988901220865706,0.0,0.0,0.1613382899628253,0.138423339540658,0.19233971690258123,0.4340983606557378,0.7349373632929012,0.0,0.14191668884517017,0.09720371696227093,0.007225777475958511,0.9999999999999999,0.18062691069527173,0.9999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1
0.00010167354657664163,0.00010167354657664163,0.0,0.4947916666666665,0.0006293266205160478,0.15614617940199338,0.9133681852128454,0.8356272119543844,0.9367713004484305,0.9367145421903053,0.8217934165720773,0.8496270121711816,0.4599609375,0.8300272267600155,0.4430379746835443,0.35072463768115936,0.6082474226804124,0.248062015503876,0.5634146341463414,0.5174537987679673,0.6168674698795181,0.3954081632653061,0.9658816446093095,0.6121277199092248,0.3544303797468354,0.5426356589147286,0.7926577042399172,0.48703279938977895,0.018550927546377355,0.009988901220865706,0.0,0.0,0.1613382899628253,0.138423339540658,0.19233971690258123,0.4340983606557378,0.7349373632929012,0.0,0.14191668884517017,0.09720371696227093,0.007225777475958511,0.9999999999999999,0.18062691069527173,0.9999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1
0.00012200825589198105,0.00012200825589198105,0.0,0.49609375,0.13656387665198236,0.2558139534883779,0.8461538461538464,0.8513566653558788,0.8973094170403586,0.8972172351885098,0.8149829738933032,0.8614055751864939,0.4130859375,0.8494749124854142,0.24472573839662443,0.23478260869565215,0.4020618556701032,0.25193798449612403,0.26097560975609746,0.29774127310061604,0.4795180722891567,0.26785714285714285,0.9658816446093095,0.6121277199092248,0.3544303797468354,0.5426356589147286,0.7926577042399172,0.48703279938977895,0.018550927546377355,0.009988901220865706,0.0,0.0,0.1613382899628253,0.138423339540658,0.19233971690258123,0.4340983606557378,0.7349373632929012,0.0,0.14191668884517017,0.09720371696227093,0.007225777475958511,0.9999999999999999,0.18062691069527173,0.9999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1
0.0001423429652073066,0.0001423429652073066,0.0,0.4973958333333335,0.08999370673379482,0.18936877076412628,0.6601941747572816,0.8045615414864333,0.7618834080717488,0.761669658886894,0.8278471433976544,0.7165292500981546,0.806640625,0.7992998833138857,0.4725738396624472,0.5333333333333334,0.5154639175257733,0.565891472868217,0.5682926829268292,0.5174537987679673,0.44578313253012053,0.5765306122448979,0.9658816446093095,0.6121277199092248,0.3544303797468354,0.5426356589147286,0.7926577042399172,0.48703279938977895,0.018550927546377355,0.009988901220865706,0.0,0.0,0.1613382899628253,0.138423339540658,0.19233971690258123,0.4340983606557378,0.7349373632929012,0.0,0.14191668884517017,0.09720371696227093,0.007225777475958511,0.9999999999999999,0.18062691069527173,0.9999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1
0.00020334709315329713,0.00020334709315329713,0.0,0.5013020833333335,0.015733165512901194,0.3089700996677749,0.7938760268857358,0.9646087298466377,0.8627802690582959,0.8626570915619389,0.9863791146424519,0.8869257950530034,0.7919921875,0.9657720731232984,0.14345991561181431,0.12173913043478257,0.1082474226804124,0.32170542635658916,0.19024390243902434,0.3531827515400412,0.08674698795180721,0.7525510204081634,0.9658816446093095,0.6121277199092248,0.3544303797468354,0.5426356589147286,0.7926577042399172,0.48703279938977895,0.018550927546377355,0.009988901220865706,0.0,0.0,0.1613382899628253,0.138423339540658,0.19233971690258123,0.4340983606557378,0.7349373632929012,0.0,0.14191668884517017,0.09720371696227093,0.007225777475958511,0.9999999999999999,0.18062691069527173,0.9999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1
0.0003253553490452782,0.0003253553490452782,0.0,0.5091145833333335,0.0006293266205160478,0.21262458471760937,0.6863330843913369,0.8816358631537553,0.7865470852017937,0.7863554757630161,0.9228149829738934,0.7954456223007459,0.8564453125,0.8681446907817969,0.270042194092827,0.21449275362318843,0.3711340206185567,0.248062015503876,0.2634146341463415,0.17864476386036954,0.27710843373493976,0.33418367346938777,0.9658816446093095,0.6121277199092248,0.3544303797468354,0.5426356589147286,0.7926577042399172,0.48703279938977895,0.018550927546377355,0.009988901220865706,0.0,0.0,0.1613382899628253,0.138423339540658,0.19233971690258123,0.4340983606557378,0.7349373632929012,0.0,0.14191668884517017,0.09720371696227093,0.007225777475958511,0.9999999999999999,0.18062691069527173,0.9999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1
0.0003863594769912687,0.0003863594769912687,0.0,0.5130208333333335,0.3461296412838263,0.2724252491694372,0.9507094846900673,0.7852929610696028,0.9582959641255606,0.9582585278276482,0.722663639803254,0.8551236749116606,0.1904296874999999,0.7779074290159471,0.021097046413502074,0.002898550724637683,0.041237113402061876,0.21317829457364343,0.09756097560975607,0.1724845995893225,0.06987951807228915,0.5459183673469388,0.9658816446093095,0.6121277199092248,0.3544303797468354,0.5426356589147286,0.7926577042399172,0.48703279938977895,0.018550927546377355,0.009988901220865706,0.0,0.0,0.1613382899628253,0.138423339540658,0.19233971690258123,0.4340983606557378,0.7349373632929012,0.0,0.14191668884517017,0.09720371696227093,0.007225777475958511,0.9999999999999999,0.18062691069527173,0.9999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1
0.00040669418630660814,0.00040669418630660814,0.0,0.5143229166666665,0.0,0.34883720930233153,0.4227035100821509,0.5517105780574124,0.5726457399103139,0.572262118491921,0.576617480136209,0.5857872006281899,0.484375,0.5538700894593542,0.4852320675105484,0.4,0.6494845360824744,0.28682170542635654,0.5829268292682926,0.5503080082135525,0.8216867469879519,0.21938775510204084,0.9658816446093095,0.6121277199092248,0.3544303797468354,0.5426356589147286,0.7926577042399172,0.48703279938977895,0.018550927546377355,0.009988901220865706,0.0,0.0,0.1613382899628253,0.138423339540658,0.19233971690258123,0.4340983606557378,0.7349373632929012,0.0,0.14191668884517017,0.09720371696227093,0.007225777475958511,0.9999999999999999,0.18062691069527173,0.9999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1
0.0004270288956219337,0.0004270288956219337,0.0,0.515625,0.0,0.49833887043189407,0.4271844660194176,0.6354699174203695,0.5798206278026906,0.5794434470377019,0.7007188800605373,0.6140557518649391,0.732421875,0.6301050175029171,0.459915611814346,0.34202898550724636,0.675257731958763,0.19379844961240308,0.6024390243902439,0.5503080082135525,0.5469879518072289,0.5102040816326532,0.9658816446093095,0.6121277199092248,0.3544303797468354,0.5426356589147286,0.7926577042399172,0.48703279938977895,0.018550927546377355,0.009988901220865706,0.0,0.0,0.1613382899628253,0.138423339540658,0.19233971690258123,0.4340983606557378,0.7349373632929012,0.0,0.14191668884517017,0.09720371696227093,0.007225777475958511,0.9999999999999999,0.18062691069527173,0.9999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1
