date,xmonth,ymonth,PRECTOT,PS,QV2M,T2M,T2MDEW,T2MWET,T2M_MAX,T2M_MIN,T2M_RANGE,TS,WS10M,WS10M_MAX,WS10M_MIN,WS10M_RANGE,WS50M,WS50M_MAX,WS50M_MIN,WS50M_RANGE,lat,lon,elevation,slope1,slope2,slope3,slope4,slope5,slope6,slope8,aspectN,aspectE,aspectS,aspectW,aspectUnknown,NVG_LAND,URB_LAND,GRS_LAND,FOR_LAND,CULTRF_LAND,CULTIR_LAND,CULT_LAND,SQ3,SQ5,SQ6,SQ7,slope7,WAT_LAND,SQ1,SQ2,SQ4,class
-1.7205366166830887,0.9050048885991516,1.193441504470413,-0.4546181148222192,0.6541406341317014,-0.6778394522129622,-1.0467433266810782,-0.5216000928837726,-0.5223240239357481,-1.1629111731191397,-0.8441261246203451,-0.7963460308488824,-1.0247807264527566,-0.7287066246259397,-1.0732976048814808,-0.49495746776652844,-1.0105589733742242,-0.09049457857022287,-0.7028039878055446,0.05507545965065412,-0.769894505061572,1.027208701612998,1.4535154920727003,1.5061590223620942,-0.7674156431488782,-1.1168728740208311,0.8369403615202302,0.9599930354441835,0.3334312012951371,-0.11579355294033919,0.0,1.1040848731829416,0.6115446757391576,1.1456830062668217,1.110705233741644,-1.0609074532217853,0.0,-0.6681911781595958,-1.1032636973577619,-0.8343831906617231,0.9028792212209137,0.04709604448846224,0.8913275296623552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-1.7161323296743214,0.9050048885991516,1.193441504470413,3.8987111476830587,0.03194476322795767,-0.9075804109520432,-1.1142012000993937,-0.8473917289034778,-0.8483282628064547,-1.0546407476169413,-1.105799089663556,0.1801957809377588,-1.0911780841130936,-1.5000021073332588,-1.3450845031251037,-1.8476537291057344,-0.210814237149442,-1.420943033033696,-0.8040522667875569,-1.3420959765165121,0.6823879429887839,1.027208701612998,1.4535154920727003,1.5061590223620942,-0.7674156431488782,-1.1168728740208311,0.8369403615202302,0.9599930354441835,0.3334312012951371,-0.11579355294033919,0.0,1.1040848731829416,0.6115446757391576,1.1456830062668217,1.110705233741644,-1.0609074532217853,0.0,-0.6681911781595958,-1.1032636973577619,-0.8343831906617231,0.9028792212209137,0.04709604448846224,0.8913275296623552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-1.7073237556567855,0.1645826918125678,1.3771902920108865,-0.06554505617466802,-1.032337647528405,-0.9823154216262019,-0.9311012579639661,-0.9481891411526685,-0.9473903243417524,-1.1852021430754742,-0.776749253381674,-1.033209363920536,-0.9109566847493218,1.049557960504823,0.957951845149806,1.195912858907479,0.2652242963176903,1.8713531424182879,1.5359079585745081,2.039463876235905,-0.7252088912754071,1.027208701612998,1.4535154920727003,1.5061590223620942,-0.7674156431488782,-1.1168728740208311,0.8369403615202302,0.9599930354441835,0.3334312012951371,-0.11579355294033919,0.0,1.1040848731829416,0.6115446757391576,1.1456830062668217,1.110705233741644,-1.0609074532217853,0.0,-0.6681911781595958,-1.1032636973577619,-0.8343831906617231,0.9028792212209137,0.04709604448846224,0.8913275296623552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-1.6897066076217162,-0.5758395049740158,1.193441504470413,-0.5587794061136897,-0.770360438726841,1.0299939398594817,0.6140052712841162,0.9669616915819538,0.9672091558768183,0.5025427250470229,0.719644049709741,-0.5968821714201215,0.6161825414384278,-0.5573076284687577,-0.45820094043538667,-0.3822327793215947,-0.2869804025041828,0.19138009398559716,0.3884274634450344,-0.5625148128580207,1.0063586429384788,1.027208701612998,1.4535154920727003,1.5061590223620942,-0.7674156431488782,-1.1168728740208311,0.8369403615202302,0.9599930354441835,0.3334312012951371,-0.11579355294033919,0.0,1.1040848731829416,0.6115446757391576,1.1456830062668217,1.110705233741644,-1.0609074532217853,0.0,-0.6681911781595958,-1.1032636973577619,-0.8343831906617231,0.9028792212209137,0.04709604448846224,0.8913275296623552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-1.6808980336041817,-0.5758395049740158,1.193441504470413,1.7634046762079152,0.22842766982914234,-0.46470627362369454,-0.5905996111858023,-0.3236051759657196,-0.32239877247360177,-1.1629111731191397,-0.4382979932060241,-1.876775269421337,-0.572646338575224,0.12828835615996975,0.5574237845802568,-0.17932834012071364,0.893595160494305,0.28157998920345984,0.21968033180834667,0.763785608431101,-0.6246662602565365,1.027208701612998,1.4535154920727003,1.5061590223620942,-0.7674156431488782,-1.1168728740208311,0.8369403615202302,0.9599930354441835,0.3334312012951371,-0.11579355294033919,0.0,1.1040848731829416,0.6115446757391576,1.1456830062668217,1.110705233741644,-1.0609074532217853,0.0,-0.6681911781595958,-1.1032636973577619,-0.8343831906617231,0.9028792212209137,0.04709604448846224,0.8913275296623552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-1.6764937465954144,-1.117866172073557,0.6914304810806599,-0.5587794061136897,0.1465597920786565,-0.10210307368610905,-0.039693644936226416,0.06878475029005851,0.06844608849293617,-0.27445679914522103,0.02550558555320006,-0.7838795396345852,-0.0715043771864903,-0.792981248184883,-1.0446884576979416,-0.24696315318767398,-1.200974386761077,-0.7557188058019592,-1.1077971037335936,-0.49164379797997604,-0.5464664361307477,1.027208701612998,1.4535154920727003,1.5061590223620942,-0.7674156431488782,-1.1168728740208311,0.8369403615202302,0.9599930354441835,0.3334312012951371,-0.11579355294033919,0.0,1.1040848731829416,0.6115446757391576,1.1456830062668217,1.110705233741644,-1.0609074532217853,0.0,-0.6681911781595958,-1.1032636973577619,-0.8343831906617231,0.9028792212209137,0.04709604448846224,0.8913275296623552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-1.6632808855691112,-1.117866172073557,0.6914304810806599,1.640861980570891,-0.9832169208781089,-0.40381107974104646,-0.2790084815869167,-0.29660586911325776,-0.29718297499188984,-0.6120057727697207,-0.206396203826412,-1.0498313522062666,-0.2975715711252565,0.9210087133869365,0.5145100638049476,0.7675590428167305,0.03672580025346701,0.8791542950217996,0.21968033180834667,0.6422924400687386,-0.4906094188980419,1.027208701612998,1.4535154920727003,1.5061590223620942,-0.7674156431488782,-1.1168728740208311,0.8369403615202302,0.9599930354441835,0.3334312012951371,-0.11579355294033919,0.0,1.1040848731829416,0.6115446757391576,1.1456830062668217,1.110705233741644,-1.0609074532217853,0.0,-0.6681911781595958,-1.1032636973577619,-0.8343831906617231,0.9028792212209137,0.04709604448846224,0.8913275296623552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-1.658876598560344,-1.117866172073557,0.6914304810806599,0.2346845481360407,-0.6557454098761654,0.2992516132677066,0.2815343237224186,0.3891765249392715,0.3890469421889902,0.1220040236495918,0.24173833510986514,-0.32261936470557606,0.2810339742005369,-0.3430588832722805,-0.5297238083942352,0.18139066290307448,-0.8772681840034269,0.010980303549872355,-0.8940507369937902,0.6726657321593295,-1.6300925704452445,1.027208701612998,1.4535154920727003,1.5061590223620942,-0.7674156431488782,-1.1168728740208311,0.8369403615202302,0.9599930354441835,0.3334312012951371,-0.11579355294033919,0.0,1.1040848731829416,0.6115446757391576,1.1456830062668217,1.110705233741644,-1.0609074532217853,0.0,-0.6681911781595958,-1.1032636973577619,-0.8343831906617231,0.9028792212209137,0.04709604448846224,0.8913275296623552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-1.6544723115515765,-1.3162617017606,0.005670670150433784,0.3265915698638088,-0.2627795966737961,1.428580663454995,0.6910999837621911,1.2405546676868997,1.24098067139255,0.3496903596321551,0.9813170147529522,-1.6897779012068737,0.6920652359073843,-0.9643802443420652,-1.416607371083952,-0.44986759238855506,-1.5056390481800417,-0.4061942118327417,-0.3653097245321691,0.23731521219419774,-0.6246662602565365,1.027208701612998,1.4535154920727003,1.5061590223620942,-0.7674156431488782,-1.1168728740208311,0.8369403615202302,0.9599930354441835,0.3334312012951371,-0.11579355294033919,0.0,1.1040848731829416,0.6115446757391576,1.1456830062668217,1.110705233741644,-1.0609074532217853,0.0,-0.6681911781595958,-1.1032636973577619,-0.8343831906617231,0.9028792212209137,0.04709604448846224,0.8913275296623552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-1.6500680245428092,-1.3162617017606,0.005670670150433784,-0.4362367104766656,-1.4744241873810706,1.1241046940417558,0.8292280102854084,1.0173603977065486,1.017640750840242,0.6331041205055558,0.909239431567397,-0.7589465572059899,0.7869186039935802,-0.6430071265473487,-0.8015107066378581,-0.06660365167577968,-1.0105589733742242,-0.8233687272153561,-1.4115419406796315,0.3588083805565601,-1.7976636221433624,1.027208701612998,1.4535154920727003,1.5061590223620942,-0.7674156431488782,-1.1168728740208311,0.8369403615202302,0.9599930354441835,0.3334312012951371,-0.11579355294033919,0.0,1.1040848731829416,0.6115446757391576,1.1456830062668217,1.110705233741644,-1.0609074532217853,0.0,-0.6681911781595958,-1.1032636973577619,-0.8343831906617231,0.9028792212209137,0.04709604448846224,0.8913275296623552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
