date,class
0.0,1.0
0.0011286681715576,1.0
0.002257336343115,1.0
0.0033860045146727,1.0
0.0045146726862301,1.0
0.0056433408577878,1.0
0.0067720090293452,1.0
0.0079006772009027,1.0
0.0090293453724603,1.0
0.0101580135440182,1.0
0.0112866817155756,1.0
0.0124153498871333,1.0
0.0135440180586907,1.0
0.0146726862302484,1.0
0.0158013544018058,0.7580645161290323
0.0169300225733632,0.8387096774193549
0.0180586907449209,0.7419354838709677
0.0191873589164783,0.7419354838709677
0.020316027088036,0.8225806451612904
0.0214446952595939,0.9032258064516129
0.0225733634311513,1.0
0.023702031602709,1.0
0.0248306997742664,1.0
0.0259593679458238,1.0
0.0270880361173815,1.0
0.0282167042889389,1.0
0.0293453724604966,1.0
0.030474040632054,1.0
0.0316027088036117,1.0
0.0327313769751691,1.0
0.033860045146727,1.0
0.0349887133182844,1.0
0.0361173814898421,1.0
0.0372460496613995,1.0
0.0383747178329572,1.0
0.0395033860045146,1.0
0.0406320541760722,1.0
0.0417607223476297,1.0
0.0428893905191871,1.0
0.0440180586907448,1.0
0.0451467268623027,1.0
0.0462753950338601,1.0
0.0474040632054177,1.0
0.0485327313769752,1.0
0.0496613995485328,1.0
0.0507900677200903,1.0
0.0519187358916477,1.0
0.0530474040632054,1.0
0.0541760722347628,1.0
0.0553047404063204,1.0
0.0564334085778779,1.0
0.0575620767494358,1.0
0.0586907449209932,1.0
0.0598194130925509,1.0
0.0609480812641083,1.0
0.0620767494356659,1.0
0.0632054176072234,1.0
0.064334085778781,1.0
0.0654627539503385,0.9354838709677419
0.0665914221218961,0.8548387096774194
0.0677200902934536,0.8387096774193549
0.068848758465011,0.5483870967741935
0.0699774266365689,0.5806451612903226
0.0711060948081265,0.26785714285714285
0.072234762979684,0.3225806451612903
0.0733634311512416,0.2222222222222222
0.0744920993227991,0.06451612903225806
0.0756207674943565,0.04838709677419355
0.0767494356659141,0.08064516129032258
0.0778781038374716,0.0967741935483871
0.0790067720090292,0.7096774193548387
0.0801354401805867,0.7096774193548387
0.0812641083521445,0.7096774193548387
0.0823927765237022,0.7096774193548387
0.0835214446952596,0.3709677419354839
0.0846501128668171,0.0
0.0857787810383747,0.03225806451612903
0.0869074492099322,0.03225806451612903
0.0880361173814898,0.03225806451612903
0.0891647855530473,0.016129032258064516
0.0902934537246049,0.016129032258064516
0.0914221218961623,0.03225806451612903
0.0925507900677198,0.0
0.0936794582392777,0.0
0.0948081264108353,0.0
0.0959367945823927,0.0
0.0970654627539504,0.06451612903225806
0.0981941309255078,0.0
0.0993227990970655,0.0
0.1004514672686229,0.0
0.1015801354401804,0.0
0.102708803611738,0.0967741935483871
0.1038374717832955,0.14516129032258066
0.1049661399548533,0.14516129032258066
0.106094808126411,0.14516129032258066
0.1072234762979684,0.3548387096774194
0.1083521444695261,0.5806451612903226
0.1094808126410835,0.6129032258064516
0.1106094808126409,0.6129032258064516
0.1117381489841986,0.5645161290322581
0.112866817155756,0.5645161290322581
0.1139954853273137,0.3548387096774194
0.1151241534988711,0.3548387096774194
0.1162528216704288,0.43548387096774194
0.1173814898419867,0.43548387096774194
0.1185101580135441,0.5645161290322581
0.1196388261851015,0.4838709677419355
0.1207674943566592,0.3548387096774194
0.1218961625282166,0.3709677419354839
0.1230248306997743,0.3870967741935484
0.1241534988713317,0.0967741935483871
0.1252821670428894,0.5
0.1264108352144468,0.5806451612903226
0.1275395033860042,0.7258064516129032
0.1286681715575621,0.8387096774193549
0.1297968397291198,0.7419354838709677
0.1309255079006772,0.7258064516129032
0.1320541760722349,0.5
0.1331828442437923,0.46774193548387094
0.13431151241535,0.3225806451612903
0.1354401805869074,0.8548387096774194
0.1365688487584648,0.9838709677419355
0.1376975169300225,0.7903225806451613
0.1388261851015799,0.8225806451612904
0.1399548532731376,0.8225806451612904
0.1410835214446955,0.8709677419354839
0.1422121896162529,0.8709677419354839
0.1433408577878103,0.8870967741935484
0.144469525959368,0.8387096774193549
0.1455981941309254,0.9838709677419355
0.1467268623024831,0.8548387096774194
0.1478555304740405,0.9032258064516129
0.1489841986455982,0.8548387096774194
0.1501128668171556,0.8548387096774194
0.1512415349887133,0.9193548387096774
0.1523702031602709,0.7258064516129032
0.1534988713318286,0.7258064516129032
0.154627539503386,0.7419354838709677
0.1557562076749437,0.7419354838709677
0.1568848758465011,0.9354838709677419
0.1580135440180587,1.0
0.1591422121896162,0.967741935483871
0.1602708803611736,0.8524590163934426
0.1613995485327313,0.25806451612903225
0.1625282167042887,0.25806451612903225
0.1636568848758464,0.3709677419354839
0.1647855530474042,0.0967741935483871
0.1659142212189617,0.04838709677419355
0.1670428893905193,0.08064516129032258
0.1681715575620768,0.0
0.1693002257336342,0.0
0.1704288939051919,0.0
0.1715575620767493,0.0
0.1726862302483069,0.0
0.1738148984198644,0.0
0.174943566591422,0.0
0.1760722347629799,0.0
0.1772009029345373,0.0
0.1783295711060948,0.0
0.1794582392776524,0.0
0.1805869074492099,0.0
0.1817155756207675,0.06451612903225806
0.182844243792325,0.06451612903225806
0.1839729119638826,0.06451612903225806
0.1851015801354401,0.06451612903225806
0.1862302483069975,0.03225806451612903
0.1873589164785551,0.0
0.188487584650113,0.0
0.1896162528216705,0.0
0.1907449209932281,0.0
0.1918735891647855,0.0
0.1930022573363432,0.0
0.1941309255079006,0.0
0.1952595936794581,0.0
0.1963882618510157,0.06779661016949153
0.1975169300225732,0.12903225806451613
0.1986455981941308,0.0
0.1997742663656887,0.0
0.2009029345372461,0.0
0.2020316027088038,0.0
0.2031602708803612,0.0
0.2042889390519187,0.0
0.2054176072234763,0.0
0.2065462753950337,0.0
0.2076749435665914,0.0
0.2088036117381488,0.0
0.2099322799097065,0.0
0.2110609480812639,0.0
0.2121896162528218,0.0
0.2133182844243792,0.0
0.2144469525959369,0.0
0.2155756207674943,0.0
0.216704288939052,0.0
0.2178329571106094,0.0
0.2189616252821671,0.0
0.2200902934537245,0.0
0.2212189616252819,0.0
0.2223476297968396,0.0
0.2234762979683975,0.0
0.2246049661399549,0.0
0.2257336343115126,0.0
0.22686230248307,0.0
0.2279909706546274,0.0
0.2291196388261851,0.0
0.2302483069977425,0.0
0.2313769751693002,0.0
0.2325056433408576,0.0
0.2336343115124153,0.0
0.2347629796839729,0.0
0.2358916478555306,0.0
0.2370203160270882,0.0
0.2381489841986455,0.0
0.2392776523702031,0.0
0.2404063205417608,0.0
0.2415349887133184,0.0
0.2426636568848756,0.0
0.2437923250564333,0.0
0.244920993227991,0.0
0.2460496613995482,0.0
0.2471783295711063,0.0
0.2483069977426639,0.5161290322580645
0.2494356659142211,0.6451612903225806
0.2505643340857788,0.7258064516129032
0.2516930022573365,0.5409836065573771
0.2528216704288941,0.5483870967741935
0.2539503386004513,0.6451612903225806
0.255079006772009,0.3225806451612903
0.2562076749435666,0.532258064516129
0.2573363431151239,0.5483870967741935
0.2584650112866815,1.0
0.2595936794582396,0.6451612903225806
0.2607223476297968,0.6129032258064516
0.2618510158013545,0.22580645161290322
0.2629796839729121,0.16129032258064516
0.2641083521444693,0.0
0.265237020316027,0.0
0.2663656884875847,0.0
0.2674943566591423,0.0
0.2686230248306995,0.0
0.2697516930022572,0.11290322580645161
0.2708803611738148,0.5483870967741935
0.2720090293453725,0.20967741935483872
0.2731376975169302,0.0
0.2742663656884878,0.0
0.275395033860045,0.0
0.2765237020316027,0.0
0.2776523702031603,0.0
0.278781038374718,0.0
0.2799097065462752,0.0
0.2810383747178329,0.0
0.2821670428893905,0.0
0.2832957110609482,0.0
0.2844243792325058,0.0
0.2855530474040635,0.0
0.2866817155756207,0.0
0.2878103837471784,0.0
0.288939051918736,0.0
0.2900677200902932,0.0
0.2911963882618509,0.0
0.2923250564334085,0.0
0.2934537246049662,0.0
0.2945823927765234,0.0
0.2957110609480815,0.0
0.2968397291196387,0.0
0.2979683972911964,0.0
0.299097065462754,0.0
0.3002257336343117,0.0
0.3013544018058689,0.0
0.3024830699774266,0.0
0.3036117381489842,0.0
0.3047404063205414,0.0
0.3058690744920991,0.3064516129032258
0.3069977426636572,0.2903225806451613
0.3081264108352144,0.0
0.309255079006772,0.0
0.3103837471783297,0.0
0.3115124153498874,0.0
0.3126410835214446,0.0
0.3137697516930022,0.0
0.3148984198645599,0.0
0.3160270880361171,0.0
0.3171557562076748,0.12903225806451613
0.3182844243792324,0.16129032258064516
0.3194130925507901,0.08064516129032258
0.3205417607223477,0.0
0.3216704288939054,0.0
0.3227990970654626,0.0
0.3239277652370202,0.0
0.3250564334085779,0.0
0.3261851015801356,0.0
0.3273137697516928,0.0
0.3284424379232504,0.0
0.3295711060948081,0.0
0.3306997742663657,0.0
0.3318284424379234,0.0
0.3329571106094811,0.0
0.3340857787810383,0.0
0.3352144469525959,0.0
0.3363431151241536,0.0
0.3374717832957112,0.0
0.3386004514672684,0.0
0.3397291196388261,0.0
0.3408577878103838,0.016129032258064516
0.341986455981941,0.3548387096774194
0.3431151241534991,0.7580645161290323
0.3442437923250567,0.7580645161290323
0.3453724604966139,0.9354838709677419
0.3465011286681716,0.7741935483870968
0.3476297968397293,0.27419354838709675
0.3487584650112865,0.06451612903225806
0.3498871331828441,0.06451612903225806
0.3510158013544018,0.04838709677419355
0.3521444695259594,0.0
0.3532731376975166,0.0
0.3544018058690747,0.7258064516129032
0.355530474040632,0.8076923076923077
0.3566591422121896,0.5
0.3577878103837473,0.3709677419354839
0.3589164785553049,0.27419354838709675
0.3600451467268621,0.016129032258064516
0.3611738148984198,0.016129032258064516
0.3623024830699775,0.016129032258064516
0.3634311512415351,0.016129032258064516
0.3645598194130923,0.06451612903225806
0.36568848758465,0.06451612903225806
0.3668171557562076,0.0967741935483871
0.3679458239277653,0.5645161290322581
0.3690744920993229,0.43548387096774194
0.3702031602708806,0.5967741935483871
0.3713318284424378,0.5161290322580645
0.3724604966139955,0.4838709677419355
0.3735891647855531,0.4838709677419355
0.3747178329571103,0.04838709677419355
0.375846501128668,0.04838709677419355
0.3769751693002257,0.12903225806451613
0.3781038374717833,0.22580645161290322
0.379232505643341,0.7704918032786885
0.3803611738148986,0.7741935483870968
0.3814898419864558,0.8064516129032258
0.3826185101580135,1.0
0.3837471783295711,1.0
0.3848758465011288,1.0
0.386004514672686,1.0
0.3871331828442437,1.0
0.3882618510158013,1.0
0.3893905191873585,1.0
