date,PRECTOT,PS,T2M,T2MDEW,T2MWET,TS,QV2M
2000-02-19,2.6889999999999996,100.69879999999999,8.3806,4.4286,4.4674000000000005,8.113,5.9364
2000-02-20,2.6845999999999997,100.71779999999998,8.206,4.1652000000000005,4.2046,7.943200000000001,5.820600000000001
2000-02-21,2.681,100.7366,8.0238,3.8844,3.9246,7.7544,5.691800000000001
2000-02-22,2.6152,100.7604,7.854399999999999,3.6338,3.6741999999999995,7.5876,5.5572
2000-02-23,2.2962000000000002,100.777,7.8952,3.6788,3.7192000000000003,7.630799999999999,5.567200000000001
2000-02-24,2.2962000000000002,100.77380000000001,8.1248,3.9794,4.018,7.8842,5.679600000000001
2000-02-25,2.296,100.7626,8.3476,4.249,4.2868,8.139,5.788200000000001
2000-02-26,2.339,100.7476,8.562,4.509600000000001,4.5468,8.3588,5.9041999999999994
2000-02-27,2.8146,100.7456,8.6616,4.593,4.63,8.4574,5.941
2000-02-28,2.4908,100.76679999999999,8.557,4.3706,4.408,8.3488,5.8212
2000-02-29,2.0664,100.7854,8.537,4.3286,4.3658,8.3326,5.7962
2000-03-01,2.0398,100.786,8.6362,4.4382,4.4756,8.452,5.855
2000-03-02,2.0526,100.7818,8.629199999999999,4.3347999999999995,4.3724,8.444799999999999,5.8065999999999995
2000-03-03,2.1904000000000003,100.757,8.6592,4.3924,4.429600000000001,8.480599999999999,5.8356
2000-03-04,2.1936,100.7092,8.826,4.6213999999999995,4.6568000000000005,8.6496,5.9112
2000-03-05,2.1928,100.67379999999999,8.9892,4.7666,4.8012,8.7912,5.957999999999999
2000-03-06,2.1820000000000004,100.6558,9.1348,4.732200000000001,4.7672,8.872,5.9406
2000-03-07,2.134,100.6512,9.191,4.6724,4.7074,8.9124,5.910399999999999
2000-03-08,2.1118,100.6532,9.235,4.6394,4.6744,8.955,5.890600000000001
2000-03-09,2.153,100.65880000000001,9.4236,4.8368,4.8716,9.14,5.9990000000000006
2000-03-10,2.483,100.6586,9.6852,5.2188,5.2516,9.401800000000001,6.1815999999999995
2000-03-11,2.6034,100.6424,9.988,5.599600000000001,5.6274,9.701,6.320999999999999
2000-03-12,2.4238,100.6548,10.0224,5.5438,5.5724,9.7386,6.299799999999999
2000-03-13,2.1744,100.67739999999999,9.9994,5.3586,5.3882,9.695599999999999,6.2274
2000-03-14,2.1572000000000005,100.69,10.1766,5.486200000000001,5.5152,9.87,6.2665999999999995
2000-03-15,2.1874000000000002,100.69720000000001,10.485,5.865799999999999,5.890600000000001,10.1752,6.3919999999999995
2000-03-16,2.3852,100.68,10.8662,6.3768,6.395599999999999,10.5506,6.583800000000001
2000-03-17,2.398,100.66720000000001,11.151399999999999,6.682799999999999,6.699199999999999,10.835,6.682199999999999
2000-03-18,2.1882,100.655,11.391999999999998,6.8598,6.876,11.0768,6.747000000000001
2000-03-19,2.9708000000000006,100.6306,11.5878,7.0522,7.068200000000001,11.2728,6.836799999999999
2000-03-20,2.9736000000000002,100.61200000000001,11.756799999999998,7.19,7.2058,11.4394,6.8856
2000-03-21,2.9770000000000003,100.6064,12.018400000000002,7.435,7.4498,11.7022,6.9672
2000-03-22,2.9918,100.60199999999999,12.288,7.6902,7.7046,11.975800000000001,7.064
2000-03-23,2.9918,100.5906,12.5632,7.9814,7.9946,12.2652,7.170799999999999
2000-03-24,2.9924,100.5914,12.795399999999999,8.2426,8.2548,12.5196,7.274799999999999
2000-03-25,3.03,100.58900000000001,13.038,8.5714,8.5824,12.762199999999998,7.4236
2000-03-26,3.0884000000000005,100.55760000000001,13.3652,8.946,8.9556,13.085799999999999,7.5774
2000-03-27,3.17,100.507,13.6024,9.2608,9.2686,13.3472,7.699199999999999
2000-03-28,3.17,100.4646,13.7732,9.430399999999999,9.437800000000001,13.5452,7.7688
2000-03-29,3.2054,100.43679999999999,13.892000000000001,9.559199999999999,9.5666,13.6768,7.831
